9.00,0.00004976
9.50,0.00001988
10.00,0.00000442
10.25,0.00000000
10.50,-0.00000296
11.00,-0.00000597
11.25,-0.00000656
11.50,-0.00000678
11.75,-0.00000672
12.00,-0.00000651
12.50,-0.00000577
13.00,-0.00000492
14.00,-0.00000345
15.00,-0.00000233
16.00,-0.00000157
17.00,-0.00000108
18.00,-0.00000075
19.00,-0.00000054
20.00,-0.00000039
