3.00,0.018419
3.10,0.016548
3.20,0.015080
3.30,0.013908
3.40,0.012951
3.50,0.012150
3.75,0.010565
4.00,0.009284
4.25,0.008131
4.50,0.007047
4.75,0.006027
5.00,0.005084
5.25,0.004231
5.50,0.003478
6.00,0.002276
7.00,0.000881
8.00,0.000302
