,E,HIso,HeIso,sigmaR2
504,7.481174042896418e-06,T,4He,0.0008391834669404691
505,8.968132375118345e-06,T,4He,0.0008391427325137683
506,1.0750638581121347e-05,T,4He,0.0008390939066479289
507,1.2887435763387655e-05,T,4He,0.0008390353829352563
508,1.5448942804857973e-05,T,4He,0.0008389652375821712
509,1.851957504733548e-05,T,4He,0.0008388811643774591
510,2.2200526227985094e-05,T,4He,0.0008387804025526961
511,2.661310335359801e-05,T,4He,0.0008386596430461024
512,3.190272441454515e-05,T,4He,0.0008385149252236647
513,3.824371068445175e-05,T,4He,0.0008383415060421952
514,4.584503153747037e-05,T,4He,0.000838133707490479
515,5.4957191105572863e-05,T,4He,0.0008378847360993636
516,6.588048372801077e-05,T,4He,0.0008375864646521982
517,7.897489025410862e-05,T,4He,0.0008372291747314438
518,9.467194133543785e-05,T,4He,0.0008368012513441006
519,0.00011348893866622744,T,4He,0.0008362888223010932
520,0.00013604600283786055,T,4He,0.000835675328216805
521,0.00016308650962533857,T,4He,0.0008349410227295066
522,0.0001955015881905341,T,4He,0.000834062382285189
523,0.00023435948854890962,T,4He,0.0008330114173836934
524,0.000280940786114626,T,4He,0.000831754875815689
525,0.00033678058350188,T,4He,0.0008302533249180197
526,0.000403719100357291,T,4He,0.0008284601026244989
527,0.0004839623184285809,T,4He,0.0008263201375479131
528,0.0005801546804485677,T,4He,0.0008237686375477048
529,0.0006954662386510765,T,4He,0.0008207296637949996
530,0.0008336971249279699,T,4He,0.0008171146165639748
531,0.0009994027854770939,T,4He,0.0008128207057675184
532,0.001198044107091852,T,4He,0.0008077294763841957
533,0.0014361673825556995,T,4He,0.0008017055425391349
534,0.0017216200459627613,T,4He,0.0007945957211562586
535,0.0020638092875959503,T,4He,0.0007862288503724049
536,0.0024740120711044702,T,4He,0.0007764165656411701
537,0.0029657467697029477,T,4He,0.0007649556237786826
538,0.0035552186687904178,T,4He,0.0007516321388129559
539,0.0042618540166805665,T,4He,0.0007362282603164135
540,0.00510894022326789,T,4He,0.0007185191584546016
541,0.006124393304596119,T,4He,0.0006983294727742133
542,0.00734167786472749,T,4He,0.0006754927847177139
543,0.008800909933230376,T,4He,0.0006499029208624047
544,0.010550179002672452,T,4He,0.0006215280476484172
545,0.012647132834317702,T,4He,0.0005904302250478837
546,0.015160877259841776,T,4He,0.0005567746561906756
547,0.018174253587681845,T,4He,0.0005208702774385551
548,0.021786568666727252,T,4He,0.00048312183570773623
549,0.02611686757753466,T,4He,0.0004440484805506382
550,0.03130785680372791,T,4He,0.0004042601972442077
551,0.037530607173039035,T,4He,0.00036439225106614206
552,0.04499019155502361,T,4He,0.0003251275674239891
553,0.05393244310770938,T,4He,0.0002870914990234154
554,0.06465205679351049,T,4He,0.0002508480271905426
555,0.07750230115264002,T,4He,0.00021685911192352632
556,0.09290666038883737,T,4He,0.0001854865482951525
557,0.11137279043633574,T,4He,0.0001569798709145921
558,0.13350924893503416,T,4He,0.00013147091837363562
559,0.1600455504559356,T,4He,0.00010900566037904652
560,0.1918562079036751,T,4He,8.957207834276616e-05
561,0.22998955238879043,T,4He,7.309706530931337e-05
562,0.27570228133849695,T,4He,5.9474649066448734e-05
563,0.33050087339078826,T,4He,4.857043742324883e-05
564,0.396191234913883,T,4He,4.020878474792306e-05
565,0.4749382142690658,T,4He,3.41628254563756e-05
566,0.5693369451298401,T,4He,3.01004755041407e-05
567,0.6824983700009065,T,4He,2.757092486573992e-05
568,0.8181517623938234,T,4He,2.6009289235532505e-05
569,0.9807676263127636,T,4He,2.4830420433064053e-05
570,1.175705023245006,T,4He,2.3570310452623552e-05
571,1.409388181867592,T,4He,2.202437896767287e-05
572,1.6895182107035145,T,4He,2.027150136026688e-05
573,2.0253268907905286,T,4He,1.8570477811696594e-05
574,2.4278809121869003,T,4He,1.7194871544481623e-05
575,2.910446580532337,T,4He,1.6256324732598916e-05
576,3.488927012693738,T,4He,1.567090528872537e-05
577,4.18238622942793,T,4He,1.5220898132482529e-05
578,5.01367741671467,T,4He,1.4761859687593347e-05
579,6.010196060327253,T,4He,1.4314122903175435e-05
580,7.204782773448418,T,4He,1.396491479693765e-05
581,8.636805570324883,T,4He,1.372684173553143e-05
582,10.353457252659387,T,4He,1.3532181231944001e-05
583,12.411310664553149,T,4He,1.3353581639810045e-05
584,14.878183069957991,T,4He,1.321222993208441e-05
585,17.83537109383559,T,4He,1.30998997154587e-05
586,21.380329880275124,T,4He,1.3007696119853481e-05
587,25.629884760142616,T,4He,1.2929560895307806e-05
588,30.724081269869444,T,4He,1.2860258247235051e-05
589,36.83080040006742,T,4He,1.2792334758925335e-05
590,44.151291171069424,T,4He,1.2714375556557555e-05
591,52.92680286331722,T,4He,1.2620330733801524e-05
592,63.44653547002013,T,4He,1.2489706800416641e-05
593,76.05717038197504,T,4He,1.2299297362856893e-05
594,91.17429539152972,T,4He,1.2040605206573726e-05
595,109.2961005306079,T,4He,1.1754689934608954e-05
596,131.01979609382886,T,4He,1.1561195694772055e-05
597,157.0612939082959,T,4He,1.1543892017016337e-05
598,188.27880045304119,T,4He,1.1585485138013815e-05
599,225.70109934745543,T,4He,1.1287514495193794e-05
