,E,HIso,HeIso,sigmaMF,sigmaModMF,sigmaR2,sigmaHFD_B
272,1.6895182107035145,D,3He,30.383433222567184,30.17865860654791,29.68106016536267,30.228992218045512
273,2.0253268907905286,D,3He,31.52196949781069,31.369885483584312,31.092707668324373,31.427855711841183
274,2.4278809121869003,D,3He,32.47544284587322,32.340037289659314,32.29019632754558,32.42174752370269
275,2.910446580532337,D,3He,33.473398517245975,33.35737036596536,33.57073367127044,33.469010977955996
276,3.488927012693738,D,3He,34.6413721697163,34.53745832699568,34.95988231989531,34.68172472782905
277,4.18238622942793,D,3He,35.906226093751286,35.80038399035527,36.38064209636167,35.973722539469925
278,5.01367741671467,D,3He,37.076180517456784,36.97913036693559,37.68651946383291,37.1659461504304
279,6.010196060327253,D,3He,38.059841064944294,37.97750532489461,38.802907872639835,38.17529204460673
280,7.204782773448418,D,3He,38.91616806755377,38.84217542073137,39.795990991619604,39.05335403817452
281,8.636805570324883,D,3He,39.72807396114349,39.660625064578184,40.743746696922926,39.88664196179531
282,10.353457252659387,D,3He,40.49391451407147,40.433654126849405,41.621042471664225,40.670247453599934
283,12.411310664553149,D,3He,41.17290326733004,41.12055669711387,42.4029897608747,41.36236772121906
284,14.878183069957991,D,3He,41.76085933986279,41.71124953689355,43.089939435798975,41.963906364474276
285,17.83537109383559,D,3He,42.282947056348476,42.238495527482804,43.69980156556353,42.49565557361785
286,21.380329880275124,D,3He,42.7359079860905,42.69453651050037,44.23137208331838,42.954486059133764
287,25.629884760142616,D,3He,43.1081560650864,43.07425517574918,44.67629933014837,43.33667247633755
288,30.724081269869444,D,3He,43.41826644352778,43.37980217950034,45.03381587041792,43.64721532697162
289,36.83080040006742,D,3He,43.63399363530073,43.61203482971279,45.325034119605874,43.880941652530254
290,44.151291171069424,D,3He,43.77722894457239,43.759664251036945,45.51316905289913,44.03379499207157
291,52.92680286331722,D,3He,43.82476726329924,43.81788584021131,45.60427794437611,44.091149749003364
292,63.44653547002013,D,3He,43.76223774320945,43.758396886332534,45.56418677092406,44.03120117289216
293,76.05717038197504,D,3He,43.542871212482524,43.55118177211362,45.350459569110846,43.823630993969225
294,91.17429539152972,D,3He,43.167807342682494,43.181974970087026,44.95012619057513,43.45309566518653
295,109.2961005306079,D,3He,42.67385291473686,42.706148133246536,44.4463988590569,42.977357232739394
296,131.01979609382886,D,3He,42.23971044493933,42.30098248150002,44.071153002553814,42.57824897477062
297,157.0612939082959,D,3He,42.083439572282096,42.17046763867468,44.009482336266,42.45992612063979
298,188.27880045304119,D,3He,42.10264456142606,42.19735096397452,43.97730744147165,42.487484041831024
299,225.70109934745543,D,3He,41.48707287155039,41.55578616175399,42.93332914368497,41.79623341753978
300,3.6227699051683853e-06,D,4He,303.51288576515515,290.49079045243525,227.4028483406717,283.22417817121266
301,4.342831738421415e-06,D,4He,303.5108434761029,290.4888536590589,227.40141007495333,283.22230812046246
302,5.206013078924412e-06,D,4He,303.50839539858725,290.48653193403095,227.39968596631874,283.22006640617616
303,6.240760363371484e-06,D,4He,303.50546073056336,290.48374878357396,227.39761925071696,283.21737916536364
304,7.481174042896418e-06,D,4He,303.5019427604669,290.4804125087558,227.39514171145822,283.21415786402775
305,8.968132375118345e-06,D,4He,303.4977257354332,290.47641320627565,227.39217187577225,283.2102963745283
306,1.0750638581121347e-05,D,4He,303.4926706331748,290.47161911614927,227.38861181709333,283.2056674879402
307,1.2887435763387655e-05,D,4He,303.4866109512061,290.4658723218112,227.3843442111205,283.2001187254744
308,1.5448942804857973e-05,D,4He,303.4793471197655,290.4589835396399,227.3792286681279,283.19346732116304
309,1.851957504733548e-05,D,4He,303.47063988919706,290.45072589674976,227.37309654444886,283.18549421768313
310,2.2200526227985094e-05,D,4He,303.4602025664976,290.4408274687484,227.36574596744157,283.1759368600456
311,2.661310335359801e-05,D,4He,303.44769150378175,290.42896235544936,227.356934843406,283.16448057046034
312,3.190272441454515e-05,D,4He,303.4326948266952,290.41473997347566,227.3463732343364,283.1507482170762
313,3.824371068445175e-05,D,4He,303.4147190167192,290.3976922530718,227.33371352610396,283.1342878430303
314,4.584503153747037e-05,D,4He,303.39317258975336,290.3772582820899,227.31853911395368,283.1145578471602
315,5.4957191105572863e-05,D,4He,303.36734691263564,290.35276594950597,227.30035077694419,283.0909092507104
316,6.588048372801077e-05,D,4He,303.33639283666514,290.3234099598995,227.27855064971376,283.0625644747567
317,7.897489025410862e-05,D,4He,303.29929309488585,290.2882255740976,227.2524220204947,283.02859194922996
318,9.467194133543785e-05,D,4He,303.25482920114774,290.2460571077278,227.22110665560976,282.9878757432909
319,0.00011348893866622744,D,4He,303.2015416286356,290.1955204184615,227.18357661253614,282.93907928412057
320,0.00013604600283786055,D,4He,303.13768278839905,290.13495799591004,227.13860070144264,282.88060199417544
321,0.00016308650962533857,D,4He,303.06116020814807,290.0623853793362,227.08470482194937,282.81052754504566
322,0.0001955015881905341,D,4He,302.9694695246079,289.9754272786199,227.02012470162876,282.72656213095485
323,0.00023435948854890962,D,4He,302.85961396665067,289.8712414644796,226.9427490169812,282.62596092969403
324,0.000280940786114626,D,4He,302.7280090781606,289.7464281825877,226.8500518844463,282.505440583466
325,0.00033678058350188,D,4He,302.5703692603758,289.5969225627807,226.73901328134477,282.36107521149364
326,0.000403719100357291,D,4He,302.3815731401539,289.41786702986064,226.60602380110245,282.1881730707621
327,0.0004839623184285809,D,4He,302.15550489411424,289.20346032096745,226.44677214012907,281.9811305841639
328,0.0005801546804485677,D,4He,301.884866006208,288.9467793296984,226.2561124710693,281.7332600496476
329,0.0006954662386510765,D,4He,301.56094930352054,288.63956140630233,226.02791175658095,281.43658893233635
330,0.0008336971249279699,D,4He,301.1734090749226,288.2719997532868,225.75485595123922,281.08161460969325
331,0.0009994027854770939,D,4He,300.7099023632541,287.8323756386061,225.42824936174068,280.6570377322446
332,0.001198044107091852,D,4He,300.1557978299157,287.3068086797797,225.03775958872544,280.1494341487483
333,0.0014361673825556995,D,4He,299.4937465822924,286.678834919515,224.57113301005757,279.5428867591968
334,0.0017216200459627613,D,4He,298.70323201696215,285.92898120398365,224.01387198631102,278.818590557103
335,0.0020638092875959503,D,4He,297.7600580607058,285.03427714770055,223.34886176205322,277.9543032215819
336,0.0024740120711044702,D,4He,296.6357915603515,283.96772315126697,222.55596777212318,276.92390634582284
337,0.0029657467697029477,D,4He,295.2971228460969,282.6976758860326,221.6115877086082,275.69679044566124
338,0.0035552186687904178,D,4He,293.70526167142947,281.187270152043,220.48809626718477,274.2372613341296
339,0.0042618540166805665,D,4He,291.8152714517582,279.41169056264437,219.1536558385756,272.5039295247182
340,0.00510894022326789,D,4He,289.57545861524034,277.14482691381676,217.5713316184638,270.44136190704626
341,0.006124393304596119,D,4He,286.9269273569788,274.6467672012854,215.6989515702445,267.91119737621443
342,0.00734167786472749,D,4He,283.80321031502353,271.700148786488,213.4591845609461,265.05775046343365
343,0.008800909933230376,D,4He,280.13033590955104,268.23448301166775,210.84539178181913,261.70091983449925
344,0.010550179002672452,D,4He,275.8273212394728,264.1719917803294,207.77715536480002,257.7653391789576
345,0.012647132834317702,D,4He,270.80734193496863,259.4282824730552,204.1888957295907,253.16949553605795
346,0.015160877259841776,D,4He,264.8941085875062,253.9173774292096,200.01201571861202,247.82722422968104
347,0.018174253587681845,D,4He,258.21480499420807,247.49561338301575,195.17487243459144,241.65185918832998
348,0.021786568666727252,D,4He,250.54479663578812,240.15326008879097,189.61193113125805,234.51811792350426
349,0.02611686757753466,D,4He,241.77737091854962,231.79183842780384,183.2577785376638,226.41359987878798
350,0.03130785680372791,D,4He,231.8384251496878,222.33317577262167,176.0581386104128,217.2526929218057
351,0.037530607173039035,D,4He,220.82259024780697,211.77949766927162,167.98179787690884,206.99719220687587
352,0.04499019155502361,D,4He,208.61769207138806,200.123954769873,159.0147395761353,195.66848212986625
353,0.05393244310770938,D,4He,195.29792519431547,187.40317709760993,149.1834622557981,183.29550705360808
354,0.06465205679351049,D,4He,180.97003894868251,173.71423549349126,138.54789104341225,169.96643995911901
355,0.07750230115264002,D,4He,165.83146500012958,159.21773241580206,127.22660996126,155.84446588084097
356,0.09290666038883737,D,4He,150.08121513621967,144.12965869660832,115.36966609567966,141.1292788279915
357,0.11137279043633574,D,4He,134.0171156792668,128.72512689137253,103.21183628532457,126.0906831540337
358,0.13350924893503416,D,4He,117.98185479985398,113.33649485058086,91.00485710998561,111.05307091375181
359,0.1600455504559356,D,4He,102.35327221032914,98.3301415517979,79.05388833655634,96.37978454337828
360,0.1918562079036751,D,4He,87.54038497785085,84.1033443649711,67.7033083282609,82.45985717102032
361,0.22998955238879043,D,4He,73.95197239016204,71.05658961514314,57.304971690745404,69.68315839999067
362,0.27570228133849695,D,4He,61.96252077117874,59.570066339437936,48.19539784532289,58.445542960783
363,0.33050087339078826,D,4He,51.942859655106275,49.99885205197232,40.68931917530195,49.07231395972527
364,0.396191234913883,D,4He,44.143834453589854,42.55778713587792,35.026577714315394,41.818258738689714
365,0.4749382142690658,D,4He,38.69988865223604,37.3801780441264,31.33160272756515,36.81285407943009
366,0.5693369451298401,D,4He,35.5500475658823,34.445805885445154,29.57855821989359,34.02021439853755
367,0.6824983700009065,D,4He,34.44234523297828,33.49935727000906,29.538873139915015,33.18884430297702
368,0.8181517623938234,D,4He,34.86018513916279,34.033302204292575,30.765514975441686,33.82751545467301
369,0.9807676263127636,D,4He,36.145418407840104,35.39489976779123,32.65377040781856,35.27361353699708
370,1.175705023245006,D,4He,37.587590820287325,36.89259973229551,34.57554144835201,36.82572102247273
371,1.409388181867592,D,4He,38.6254230085732,38.01678139415585,36.0439273833674,37.949011892173196
372,1.6895182107035145,D,4He,38.998323376736835,38.46478549881859,36.93807443367811,38.439523748292935
373,2.0253268907905286,D,4He,38.92622522390247,38.459623145243114,37.32649530238661,38.46316026753733
374,2.4278809121869003,D,4He,38.75820768607189,38.36977998728572,37.6324070562411,38.404988270855384
375,2.910446580532337,D,4He,38.86666797928609,38.533684249697394,38.17702625359967,38.623829230443825
376,3.488927012693738,D,4He,39.36959758181039,39.10596818557233,39.043300117323156,39.219147010821644
377,4.18238622942793,D,4He,40.08864164614232,39.86721620616311,40.04621699540748,40.0076679143437
378,5.01367741671467,D,4He,40.75070522249496,40.561583938991355,40.93718382733513,40.722229106992295
379,6.010196060327253,D,4He,41.242863200335954,41.091418511558714,41.65599600354919,41.266939605998296
380,7.204782773448418,D,4He,41.66226998260582,41.54615867083362,42.30611598721211,41.73983423122277
381,8.636805570324883,D,4He,42.12581468805439,42.03410246675151,42.95855309485067,42.245620090288064
382,10.353457252659387,D,4He,42.598445609974,42.52999530093627,43.601061850655555,42.754230639758816
383,12.411310664553149,D,4He,43.01516505728503,42.96170603296206,44.15127231887634,43.19534049250819
384,14.878183069957991,D,4He,43.37649952745643,43.33972986588539,44.648700203584156,43.583663584037474
385,17.83537109383559,D,4He,43.71062331999616,43.68489822136261,45.11428612737221,43.9346977933001
386,21.380329880275124,D,4He,43.99732114091245,43.98474398958506,45.504499820202554,44.238017137843684
387,25.629884760142616,D,4He,44.231553382475965,44.23291595869901,45.828814963352244,44.48836200773438
388,30.724081269869444,D,4He,44.417743474744576,44.426551104722456,46.08790602635216,44.684982954304125
389,36.83080040006742,D,4He,44.53856577421965,44.56096597658447,46.28559321341743,44.82325872320758
390,44.151291171069424,D,4He,44.583517105072204,44.62204201786282,46.40611934256981,44.88901460205362
391,52.92680286331722,D,4He,44.546468667247275,44.597304730419076,46.41627042658119,44.86542274678188
392,63.44653547002013,D,4He,44.395794200358424,44.45280144343176,46.29118090179946,44.72098404687135
393,76.05717038197504,D,4He,44.0746994061255,44.14936888501161,45.98043606778196,44.415662073274916
394,91.17429539152972,D,4He,43.57915009637498,43.66565939890475,45.46134380746545,43.929078594772626
395,109.2961005306079,D,4He,42.95788662483462,43.06929693629866,44.8378456642071,43.33305545086148
396,131.01979609382886,D,4He,42.432025695119506,42.57865975941192,44.39004492728009,42.84989163200389
397,157.0612939082959,D,4He,42.258290097960895,42.43831683696786,44.3387048527342,42.72241815492811
398,188.27880045304119,D,4He,42.32550580075606,42.513765043767826,44.35962434126781,42.799219641888534
399,225.70109934745543,D,4He,41.72196645724639,41.87348306235323,43.27715099999913,42.10585632397191
400,3.6227699051683853e-06,T,3He,971.154059756794,891.0873881615404,678.052978356608,870.9567377084002
401,4.342831738421415e-06,T,3He,971.1434920427685,891.0780968995145,678.0467382430463,870.9477752928454
402,5.206013078924412e-06,T,3He,971.1308242394286,891.066959111083,678.0392575562541,870.9370317171287
403,6.240760363371484e-06,T,3He,971.1156389230979,891.0536078942088,678.0302904678701,870.9241530625948
404,7.481174042896418e-06,T,3He,971.0974359539372,891.0376034703806,678.0195413546686,870.9087150906644
405,8.968132375118345e-06,T,3He,971.0756157139014,891.01841867375,678.006656162352,870.8902092915547
406,1.0750638581121347e-05,T,3He,971.049459673125,890.9954216298493,677.9912103514604,870.8680262022359
407,1.2887435763387655e-05,T,3He,971.0181065135297,890.9678551317598,677.9726953494209,870.8414353215894
408,1.5448942804857973e-05,T,3He,970.9805239681656,890.9348115093491,677.9505015492356,870.8095611226104
409,1.851957504733548e-05,T,3He,970.935474955417,890.8952029549872,677.9238981447038,870.7713543276093
410,2.2200526227985094e-05,T,3He,970.8814769116684,890.8477258890912,677.8920094749766,870.7255574445742
411,2.661310335359801e-05,T,3He,970.816753278374,890.7908182458992,677.8537859272825,870.6706635828203
412,3.190272441454515e-05,T,3He,970.7391753526088,890.722608078648,677.8079700371273,870.604867067792
413,3.824371068445175e-05,T,3He,970.6461926580063,890.6408526615161,677.753054691933,870.5260044144096
414,4.584503153747037e-05,T,3He,970.5347496255548,890.5428650374458,677.687234627621,870.4314836507554
415,5.4957191105572863e-05,T,3He,970.4011863197379,890.4254265440323,677.6083467362677,870.3181998160694
416,6.588048372801077e-05,T,3He,970.2411192742715,890.2846821258423,677.513799805211,870.1824340123148
417,7.897489025410862e-05,T,3He,970.0492994440242,890.1160151849267,677.4004910976381,870.0197326775078
418,9.467194133543785e-05,T,3He,969.8194427903678,889.913898543118,677.2647041348298,869.8247636289128
419,0.00011348893866622744,T,3He,969.5440280206044,889.6717162562013,677.1019900874721,869.5911442052225
420,0.00013604600283786055,T,3He,969.2140558465704,889.381551499973,676.9070241299294,869.311236594319
421,0.00016308650962533857,T,3He,968.8187626768753,889.0339342463067,676.6734342148181,868.9759041848791
422,0.0001955015881905341,T,3He,968.3452804376722,888.6175413690091,676.3935997126652,868.5742220516292
423,0.00023435948854890962,T,3He,967.7782333057129,888.1188409699016,676.0584083536044,868.0931335063469
424,0.000280940786114626,T,3He,967.0992608669804,887.5216711809032,675.6569727409876,867.5170435757902
425,0.00033678058350188,T,3He,966.2864561253481,886.8067437655322,675.1762896644045,866.8273390755018
426,0.000403719100357291,T,3He,965.3137044004039,885.9510591777929,674.6008441999132,866.0018237795815
427,0.0004839623184285809,T,3He,964.1499101375039,884.927222034195,673.9121383777672,865.0140564383877
428,0.0005801546804485677,T,3He,962.7580965187324,883.702642266559,673.0881438660824,863.8325784277388
429,0.0006954662386510765,T,3He,961.0943643303635,882.2386097743412,672.1026621106482,862.420018200527
430,0.0008336971249279699,T,3He,959.1066967074653,880.4892296682409,670.9245839584664,860.7320604605904
431,0.0009994027854770939,T,3He,956.7336022680433,878.4002096221719,669.2727018030772,858.7162706748381
432,0.001198044107091852,T,3He,953.9025932661584,875.9074947237491,667.5957466576109,856.3107705412486
433,0.0014361673825556995,T,3He,950.5285085264505,872.9357551406151,665.5951898363285,853.4427683521657
434,0.0017216200459627613,T,3He,946.5117060011808,869.396745381872,663.2108566306023,850.0269613274672
435,0.0020638092875959503,T,3He,941.736176122935,865.1875749950182,660.3723017164942,845.9638468093057
436,0.0024740120711044702,T,3He,936.0676603415919,860.1889598313937,656.9974924822315,841.1380080139396
437,0.0029657467697029477,T,3He,929.3519088273395,854.2635643691339,652.9914547386905,835.4164710216112
438,0.0035552186687904178,T,3He,921.4132725765824,847.2546001060476,648.2450097892981,828.6473244819268
439,0.0042618540166805665,T,3He,912.0539047695314,838.9849461457333,642.6337823314395,820.6587382233015
440,0.00510894022326789,T,3He,901.0540296391711,829.2569833730782,636.0173956099707,811.2588147952306
441,0.006124393304596119,T,3He,887.8989736596026,817.8537173364309,628.2397169170621,800.2365491395367
442,0.00734167786472749,T,3He,872.943684604443,804.541713531736,618.8304639429517,787.3644772282785
443,0.008800909933230376,T,3He,855.5900127739689,789.0761764337858,608.3750316264614,772.4034326313022
444,0.010550179002672452,T,3He,835.5694520190435,771.2090549107304,596.1710688776075,755.1103116746549
445,0.012647132834317702,T,3He,812.622347578449,750.7005997838539,581.8440580579255,735.2490256718226
446,0.015160877259841776,T,3He,786.4351790491814,727.1749083419929,565.4949174081958,712.4656468579348
447,0.018174253587681845,T,3He,756.9395424184535,700.8422159411062,546.8963328670463,686.9290433060457
448,0.021786568666727252,T,3He,723.9868113225235,671.3510037683295,525.9200297421646,658.315343202409
449,0.02611686757753466,T,3He,687.6609919487347,638.7371037793309,502.49932544418175,626.5972626289772
450,0.03130785680372791,T,3He,648.0487434791276,602.9610902645826,476.634387994091,591.8057057232344
451,0.037530607173039035,T,3He,605.4699650165506,564.376354017962,448.4038554330936,554.2334912953426
452,0.04499019155502361,T,3He,560.3766906011589,523.3126447999817,418.0435559349842,514.2017129191842
453,0.05393244310770938,T,3He,513.3133632306848,480.310033474393,385.8527770512697,472.2257268734816
454,0.06465205679351049,T,3He,465.0308799747297,436.00315067941625,352.2748675741221,428.92480845738396
455,0.07750230115264002,T,3He,416.3510131836944,391.14555692471936,317.840930193266,385.0274998418141
456,0.09290666038883737,T,3He,368.1717077456925,346.54754699628546,283.1837456155055,341.32224312281636
457,0.11137279043633574,T,3He,321.4125595024433,303.07171320038844,248.9677110740891,298.67673820424557
458,0.13350924893503416,T,3He,276.8740392621733,261.5283927808096,215.88996517870848,257.8667341702548
459,0.1600455504559356,T,3He,235.48379446678865,222.71351377394728,184.64450600161328,219.68121739309112
460,0.1918562079036751,T,3He,197.79186129151125,187.26350297183566,155.86754758343739,184.79068304670142
461,0.22998955238879043,T,3He,164.35226442230476,155.75856029238605,130.11246419843275,153.74423650809655
462,0.27570228133849695,T,3He,135.59963824291106,128.6903827029812,107.86789843285294,127.02320276595799
463,0.33050087339078826,T,3He,111.81090060746057,106.23764503698864,89.47853817798674,104.9169999517733
464,0.396191234913883,T,3He,93.07737052115743,88.58139366771334,75.14097596055328,87.56983272027172
465,0.4749382142690658,T,3He,79.36247972508879,75.67753794943995,64.84633242225536,74.89975613440687
466,0.5693369451298401,T,3He,70.19776318456988,67.17947160773821,58.312438236290006,66.55134886117406
467,0.6824983700009065,T,3He,64.90965992058968,62.31532184128834,54.926421247446875,61.82217405521072
468,0.8181517623938234,T,3He,62.344466647199376,59.98147699124027,53.75948689011871,59.66099990103697
469,0.9807676263127636,T,3He,61.16929016734565,59.02854336198831,53.67368153095617,58.804837613500666
470,1.175705023245006,T,3He,60.13441086191229,58.28297649621953,53.60514588974767,58.067134842762854
471,1.409388181867592,T,3He,58.44945568332393,56.84226293809662,52.86638654954867,56.67965022665668
472,1.6895182107035145,T,3He,55.99459326078231,54.64311436298645,51.357382674734836,54.506365738511086
473,2.0253268907905286,T,3He,53.17722172535346,52.055057165730545,49.489735463121534,51.976373093561556
474,2.4278809121869003,T,3He,50.69628564649115,49.783133022454734,47.900637089433516,49.757829175844236
475,2.910446580532337,T,3He,49.01745430361486,48.29222971844112,47.03498642894702,48.32753906232101
476,3.488927012693738,T,3He,48.221454095103304,47.60650580393182,46.81214390225741,47.68845880898426
477,4.18238622942793,T,3He,47.84740919126819,47.33154192500943,46.88672718367922,47.44305682912008
478,5.01367741671467,T,3He,47.462072148094016,47.03586771093433,46.88805392563026,47.16913338714533
479,6.010196060327253,T,3He,46.976228810112715,46.62696087584587,46.75895958350643,46.78377673020759
480,7.204782773448418,T,3He,46.57333359503792,46.294588655208344,46.69133915228583,46.47396133480079
481,8.636805570324883,T,3He,46.373427745523195,46.15059041332827,46.79488972455324,46.350971762051635
482,10.353457252659387,T,3He,46.27157793342739,46.104599071701216,46.960189578989926,46.32140580145627
483,12.411310664553149,T,3He,46.18017104185579,46.058018657697986,47.07485369547946,46.28605641501553
484,14.878183069957991,T,3He,46.111265308999826,46.02839091444304,47.210190661533424,46.263329989234684
485,17.83537109383559,T,3He,46.07823983642732,46.03437037963097,47.362127344856546,46.27750604808881
486,21.380329880275124,T,3He,46.05430975986939,46.0463868398108,47.48248049250943,46.2903187626978
487,25.629884760142616,T,3He,46.029073676532185,46.04417225216105,47.58753559249221,46.28809916502857
488,30.724081269869444,T,3He,45.99260585047177,46.02433516990606,47.653662879482454,46.27449382977683
489,36.83080040006742,T,3He,45.90864180936561,45.973666958999154,47.6921882823746,46.228941266464716
490,44.151291171069424,T,3He,45.79106814751189,45.87545704826882,47.66652918608494,46.13553775755986
491,52.92680286331722,T,3He,45.60078334302342,45.70299072042242,47.541926900977124,45.96408357331658
492,63.44653547002013,T,3He,45.289254553299955,45.41152252833595,47.27052743546453,45.67190564000094
493,76.05717038197504,T,3He,44.813979354843255,44.94439567730225,46.7992582948518,45.2033265863515
494,91.17429539152972,T,3He,44.11905903144376,44.275941946562575,46.090369243252795,44.53022151165262
495,109.2961005306079,T,3He,43.30607064370705,43.49104703545396,45.27731910800524,43.74499750466055
496,131.01979609382886,T,3He,42.634868389940166,42.86494929562773,44.71140636708737,43.1267280312159
497,157.0612939082959,T,3He,42.425257810389795,42.696333764185745,44.66098480594555,42.974173200600724
498,188.27880045304119,T,3He,42.538098642763366,42.828680490045315,44.74675304211863,43.109404659855414
499,225.70109934745543,T,3He,41.95762826622211,42.19675648558531,43.6240675208244,42.42044301693522
500,3.6227699051683853e-06,T,4He,6023.390406679496,4985.155225115163,3268.0189545199005,4840.24202633458
501,4.342831738421415e-06,T,4He,6023.1666632688975,4984.995244060047,3267.942126686004,4840.090258680194
502,5.206013078924412e-06,T,4He,6022.898468871056,4984.803478132617,3267.850031534472,4839.908337754858
503,6.240760363371484e-06,T,4He,6022.576998973402,4984.573615506245,3267.7396389379423,4839.6902756018135
504,7.481174042896418e-06,T,4He,6022.191676013666,4984.298092597949,3267.607314303569,4839.428896387738
505,8.968132375118345e-06,T,4He,6021.72983223961,4983.967845088417,3267.4487028486546,4839.115601296046
506,1.0750638581121347e-05,T,4He,6021.176281201393,4983.5720133731775,3267.258584998829,4838.740087218208
507,1.2887435763387655e-05,T,4He,6020.512837132343,4983.097585818027,3267.0307057338973,4838.290009994164
508,1.5448942804857973e-05,T,4He,6019.7177120116885,4982.52897603405,3266.7575741985,4837.750581816811
509,1.851957504733548e-05,T,4He,6018.764819273199,4981.847514080186,3266.4302106374575,4837.10408967965
510,2.2200526227985094e-05,T,4He,6017.622912415684,4981.030841489101,3266.037864721317,4836.329320310449
511,2.661310335359801e-05,T,4He,6016.2545950229,4980.052187294238,3265.567652112797,4835.400873068771
512,3.190272441454515e-05,T,4He,6014.615105540934,4978.879504179241,3265.004150213069,4834.288340503476
513,3.824371068445175e-05,T,4He,6012.650893830647,4977.474440138324,3264.328891950165,4832.955331294268
514,4.584503153747037e-05,T,4He,6010.297915097321,4975.7911125085875,3263.5197675486825,4831.358306953344
515,5.4957191105572863e-05,T,4He,6007.479610056138,4973.774652758813,3262.55032430926,4829.445198623506
516,6.588048372801077e-05,T,4He,6004.104515429823,4971.3594768042885,3261.3889168211463,4827.153765081361
517,7.897489025410862e-05,T,4He,6000.063431969491,4968.46723879361,3259.9977035711518,4824.4096475253045
518,9.467194133543785e-05,T,4He,5995.226090438465,4965.004411997488,3258.331458172464,4821.124070607903
519,0.00011348893866622744,T,4He,5989.437239345583,4960.859440913474,3256.336165182366,4817.191133762016
520,0.00013604600283786055,T,4He,5982.512067558432,4955.899398587659,3253.94734576912,4812.484631118217
521,0.00016308650962533857,T,4He,5974.230890585325,4949.966083962486,3251.0881116734136,4806.85433466901
522,0.0001955015881905341,T,4He,5964.332999043818,4942.871485565585,3247.6668668294574,4800.121674062533
523,0.00023435948854890962,T,4He,5952.509636654205,4934.392555276129,3243.5746264939617,4792.074749087732
524,0.000280940786114626,T,4He,5938.396025598892,4924.265228586301,3238.68191341662,4782.462621158971
525,0.00033678058350188,T,4He,5921.562479327057,4912.177669089162,3232.8351833693027,4770.988849899146
526,0.000403719100357291,T,4He,5901.504631128447,4897.762740147869,3225.852745662512,4757.3042767132
527,0.0004839623184285809,T,4He,5877.632999953874,4880.589775526816,3217.5201630842353,4740.999114030624
528,0.0005801546804485677,T,4He,5849.2621747772255,4860.155814470057,3207.5851484044033,4721.594485345004
529,0.0006954662386510765,T,4He,5815.600214214432,4835.876598448243,3195.752011487967,4698.533687813174
530,0.0008336971249279699,T,4He,5775.739053055526,4807.077824536531,3181.67576327884,4671.173625196798
531,0.0009994027854770939,T,4He,5728.6471800793015,4772.987398767298,3164.95616038125,4638.777098008636
532,0.001198044107091852,T,4He,5673.166244177455,4732.729765591279,3145.131963376517,4600.506952913966
533,0.0014361673825556995,T,4He,5608.013859010858,4685.323803079976,3121.6760075951597,4555.423465986391
534,0.0017216200459627613,T,4He,5531.795379743695,4629.686190330514,3093.9918297373915,4502.486754395956
535,0.0020638092875959503,T,4He,5443.028115029671,4564.6427673259805,3061.412960815165,4440.566641266868
536,0.0024740120711044702,T,4He,5340.181512261415,4488.950637983567,3023.2059481404426,4368.462410360043
537,0.0029657467697029477,T,4He,5221.737042639803,4401.3341691374735,2978.5794046800374,4284.936060527604
538,0.0035552186687904178,T,4He,5086.270402875217,4300.53777447214,2926.7005025792287,4188.760792638549
539,0.0042618540166805665,T,4He,4932.557172452838,4185.397579643983,2866.7209772110104,4078.7885774521
540,0.00510894022326789,T,4He,4759.699071425709,4054.932323409145,2797.7653875777455,3954.035647609815
541,0.006124393304596119,T,4He,4567.2603116988985,3908.125349417967,2719.1509162473144,3813.780649677101
542,0.00734167786472749,T,4He,4355.423375609334,3745.39284621321,2630.2295636854674,3657.694973692052
543,0.008800909933230376,T,4He,4125.097311928847,3566.6055483866053,2530.587912485525,3485.9365089023904
544,0.010550179002672452,T,4He,3877.978560139159,3372.6282909671777,2420.102009331955,3299.21665575587
545,0.012647132834317702,T,4He,3616.725293188514,3165.018426102539,2299.0135029545686,3099.0600222426747
546,0.015160877259841776,T,4He,3344.6686226366105,2946.035890395062,2167.9656602795426,2887.527647993033
547,0.018174253587681845,T,4He,3065.947245309844,2718.5883457650316,2028.1614157232798,2667.3674013352243
548,0.021786568666727252,T,4He,2784.7693919128355,2486.0339570869155,1881.176770335913,2441.8571216060604
549,0.02611686757753466,T,4He,2505.896445318913,2252.2877219563707,1729.033185368489,2214.6162598351875
550,0.03130785680372791,T,4He,2233.806483542223,2021.105099517477,1574.1058175331598,1989.3901792642823
551,0.037530607173039035,T,4He,1972.5793491402153,1796.1740476633302,1418.868259166663,1769.8128649380005
552,0.04499019155502361,T,4He,1725.6557756943555,1580.8603560906797,1265.979680545492,1559.1837532348486
553,0.05393244310770938,T,4He,1495.7042734047493,1377.9298916560956,1117.8750762374543,1360.2849096773054
554,0.06465205679351049,T,4He,1284.567944128606,1189.547531841277,976.750473188939,1175.2826521395175
555,0.07750230115264002,T,4He,1093.2704080988576,1017.0849696587657,844.4046483400979,1005.7018405361657
556,0.09290666038883737,T,4He,922.1641155527484,861.4095227887151,722.2463570684204,852.3632787824808
557,0.11137279043633574,T,4He,770.9677357106127,722.7325169490975,611.2472356838499,715.5698724161874
558,0.13350924893503416,T,4He,639.0063447735615,600.7157192210112,511.92063645168827,595.1608541016452
559,0.1600455504559356,T,4He,525.2961565363082,495.1288104744414,424.44555593268234,490.6382206949685
